what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1378206202753
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1378206202754
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1378206202755
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1378206202760
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1378206202761
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1378206202761
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1378206202763
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1378206202764
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1378206202764
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1378206202765
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1378206202766
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1378206202767
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1378206202768
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1378206202769
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1378206202770
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1378206202771
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1378206202772
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1378206202773
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1378206202775
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1378206202776
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1378206202779
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1378206202780
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1378206202781
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1378206202782
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1378206202785
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1378206202786
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1378206202787
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1378206202789
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1378206202791
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1378206202792
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1378206202797
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1378206202798
started,bundle,com.aptana.core,3.0.0.1303502864,"com.aptana.core",1378206202799
started,bundle,com.aptana.filewatcher,3.0.0.1299622686,"com.aptana.filewatcher",1378206202800
started,bundle,com.aptana.portal.ui,3.0.0.1299622686,"com.aptana.portal.ui",1378206202800
started,bundle,com.aptana.scripting,3.0.0.1304109758,"com.aptana.scripting",1378206202801
started,bundle,com.aptana.scripting.ui,3.0.0.1299727898,"com.aptana.scripting.ui",1378206202802
started,bundle,com.aptana.theme,3.0.0.1301324152,"com.aptana.theme",1378206202803
started,bundle,com.aptana.usage,3.0.0.1304109758,"com.aptana.usage",1378206202803
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1378206202803
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1378206202804
os,sysinfo,,,"win32",1378206202806
arch,sysinfo,,,"x86_64",1378206202806
ws,sysinfo,,,"win32",1378206202806
locale,sysinfo,,,"en_GB",1378206202806
processors,sysinfo,,,"8",1378206202807
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1378206202807
java.runtime.version,sysinfo,,,"1.7.0_25-b17",1378206202807
java.specification.name,sysinfo,,,"Java Platform API Specification",1378206202807
java.specification.vendor,sysinfo,,,"Oracle Corporation",1378206202807
java.specification.version,sysinfo,,,"1.7",1378206202807
java.vendor,sysinfo,,,"Oracle Corporation",1378206202807
java.version,sysinfo,,,"1.7.0_25",1378206202807
java.vm.info,sysinfo,,,"mixed mode",1378206202807
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1378206202807
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1378206202807
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1378206202807
java.vm.specification.version,sysinfo,,,"1.7",1378206202807
java.vm.vendor,sysinfo,,,"Oracle Corporation",1378206202807
java.vm.version,sysinfo,,,"23.25-b01",1378206202807
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1378206205614
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1378206205693
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1378206207034
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1378206207150
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1378206211595
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.navigate.linkWithEditor",1378206211691
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.navigate.linkWithEditor",1378206212801
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1378206221971
error,log,,,"IO Exception when contacting server",1378206224946
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1378206225819
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1378206228612
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1378206230080
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1378206230259
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1378206230540
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1378206230682
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1378206230683
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1378206230683
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1378206230684
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1378206230686
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1378206230686
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1378206230687
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1378206230688
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1378206230689
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1378206230691
stopped,bundle,com.python.pydev.codecompletion,2.0.0.2011040403,"com.python.pydev.codecompletion",1378206230692
stopped,bundle,com.python.pydev.refactoring,2.0.0.2011040403,"com.python.pydev.refactoring",1378206230693
stopped,bundle,com.python.pydev.analysis,2.0.0.2011040403,"com.python.pydev.analysis",1378206230694
stopped,bundle,com.python.pydev.debug,2.0.0.2011040403,"com.python.pydev.debug",1378206230695
stopped,bundle,com.python.pydev.fastparser,2.0.0.2011040403,"com.python.pydev.fastparser",1378206230696
stopped,bundle,com.python.pydev,2.0.0.2011040403,"com.python.pydev",1378206230697
stopped,bundle,org.python.pydev.django,2.0.0.2011040403,"org.python.pydev.django",1378206230698
stopped,bundle,org.python.pydev.customizations,2.0.0.2011040403,"org.python.pydev.customizations",1378206230700
stopped,bundle,org.python.pydev.red_core,2.0.0.2011040403,"org.python.pydev.red_core",1378206230700
stopped,bundle,org.python.pydev.debug,2.0.0.2011040403,"org.python.pydev.debug",1378206230701
stopped,bundle,org.python.pydev.django_templates,2.0.0.2011040403,"org.python.pydev.django_templates",1378206230706
stopped,bundle,org.python.pydev.refactoring,2.0.0.2011040403,"org.python.pydev.refactoring",1378206230707
stopped,bundle,org.python.pydev,2.0.0.2011040403,"org.python.pydev",1378206230715
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1378206230715
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1378206230717
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1378206230721
stopped,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1378206230723
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1378206230725
stopped,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1378206230726
stopped,bundle,com.aptana.editor.beaver,3.0.0.1300151080,"com.aptana.editor.beaver",1378206230727
stopped,bundle,com.aptana.editor.css.formatter,3.0.0.1301337227,"com.aptana.editor.css.formatter",1378206230727
stopped,bundle,com.aptana.editor.ruby.formatter.epl,3.0.0.201104291414,"com.aptana.editor.ruby.formatter.epl",1378206230756
stopped,bundle,com.aptana.ruby.debug.ui,3.0.0.201104291414,"com.aptana.ruby.debug.ui",1378206230756
stopped,bundle,com.aptana.editor.erb,3.0.0.201104291414,"com.aptana.editor.erb",1378206230772
stopped,bundle,com.aptana.editor.php.formatter,3.0.0.1303965722,"com.aptana.editor.php.formatter",1378206230802
stopped,bundle,com.aptana.editor.html.formatter,3.0.0.1301337227,"com.aptana.editor.html.formatter",1378206230829
