what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1378206000471
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1378206000472
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1378206000473
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1378206000474
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1378206000474
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1378206000475
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1378206000476
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1378206000478
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1378206000479
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1378206000479
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1378206000480
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1378206000481
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1378206000482
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1378206000483
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1378206000484
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1378206000485
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1378206000486
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1378206000486
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1378206000487
started,bundle,com.aptana.core,3.0.0.1303502864,"com.aptana.core",1378206000488
started,bundle,com.aptana.filewatcher,3.0.0.1299622686,"com.aptana.filewatcher",1378206000488
started,bundle,com.aptana.portal.ui,3.0.0.1299622686,"com.aptana.portal.ui",1378206000489
started,bundle,com.aptana.scripting,3.0.0.1304109758,"com.aptana.scripting",1378206000489
started,bundle,com.aptana.scripting.ui,3.0.0.1299727898,"com.aptana.scripting.ui",1378206000490
started,bundle,com.aptana.theme,3.0.0.1301324152,"com.aptana.theme",1378206000491
started,bundle,com.aptana.usage,3.0.0.1304109758,"com.aptana.usage",1378206000491
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1378206000492
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1378206000494
os,sysinfo,,,"win32",1378206000496
arch,sysinfo,,,"x86_64",1378206000496
ws,sysinfo,,,"win32",1378206000496
locale,sysinfo,,,"en_GB",1378206000496
processors,sysinfo,,,"8",1378206000496
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1378206000496
java.runtime.version,sysinfo,,,"1.7.0_25-b17",1378206000496
java.specification.name,sysinfo,,,"Java Platform API Specification",1378206000496
java.specification.vendor,sysinfo,,,"Oracle Corporation",1378206000496
java.specification.version,sysinfo,,,"1.7",1378206000496
java.vendor,sysinfo,,,"Oracle Corporation",1378206000496
java.version,sysinfo,,,"1.7.0_25",1378206000496
java.vm.info,sysinfo,,,"mixed mode",1378206000496
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1378206000496
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1378206000496
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1378206000496
java.vm.specification.version,sysinfo,,,"1.7",1378206000496
java.vm.vendor,sysinfo,,,"Oracle Corporation",1378206000496
java.vm.version,sysinfo,,,"23.25-b01",1378206000496
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1378206003541
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1378206003563
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1378206004167
error,log,,,"IO Exception when contacting server",1378206022195
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1378206091100
started,bundle,com.aptana.workbench,3.0.0.1300410655,"com.aptana.workbench",1378206093839
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1378206102697
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1378206115265
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1378206115408
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1378206115754
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1378206115915
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1378206115922
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1378206115926
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1378206115937
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1378206115948
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1378206115957
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1378206115961
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1378206115962
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1378206115972
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1378206115973
stopped,bundle,com.python.pydev.codecompletion,2.0.0.2011040403,"com.python.pydev.codecompletion",1378206115975
stopped,bundle,com.python.pydev.refactoring,2.0.0.2011040403,"com.python.pydev.refactoring",1378206115981
stopped,bundle,com.python.pydev.analysis,2.0.0.2011040403,"com.python.pydev.analysis",1378206115984
stopped,bundle,com.python.pydev.debug,2.0.0.2011040403,"com.python.pydev.debug",1378206115987
stopped,bundle,com.python.pydev.fastparser,2.0.0.2011040403,"com.python.pydev.fastparser",1378206115989
stopped,bundle,com.python.pydev,2.0.0.2011040403,"com.python.pydev",1378206115992
stopped,bundle,org.python.pydev.django,2.0.0.2011040403,"org.python.pydev.django",1378206115995
stopped,bundle,org.python.pydev.customizations,2.0.0.2011040403,"org.python.pydev.customizations",1378206115998
stopped,bundle,org.python.pydev.red_core,2.0.0.2011040403,"org.python.pydev.red_core",1378206116002
stopped,bundle,org.python.pydev.debug,2.0.0.2011040403,"org.python.pydev.debug",1378206116005
stopped,bundle,org.python.pydev.django_templates,2.0.0.2011040403,"org.python.pydev.django_templates",1378206116010
stopped,bundle,org.python.pydev.refactoring,2.0.0.2011040403,"org.python.pydev.refactoring",1378206116016
